sep=,
Device,ComId,ListName,ListType,Name,Description,Value,ArrayIndex,Unit
C1,502,Ram48XsInputsC1,DB_RAM_ECU,boArrowJoystickCenteredTurret,Arrow Joystick / centered turret value,0,0,[custom]
C1,503,Ram48XsInputsC1,DB_RAM_ECU,boCenteredAdvanceJoystick,Centered advance joystick value,0,0,[custom]
C1,500,Ram48XsInputsC1,DB_RAM_ECU,boDeadManPedal,Dead man pedal value,0,0,[custom]
C1,504,Ram48XsInputsC1,DB_RAM_ECU,boPressenceInNacelleSensor1,Pressence in nacelle sensor 1 value,0,0,[custom]
C1,482,Ram48XsInputsC1,DB_RAM_ECU,boPressenceInNacelleSensor2,Pressence in nacelle sensor 2 value,0,0,[custom]
C1,505,Ram48XsInputsC1,DB_RAM_ECU,boGachette,Gachette value,0,0,[custom]
C1,506,Ram48XsInputsC1,DB_RAM_ECU,boKlaxon,Klaxon value,0,0,[custom]
C1,507,Ram48XsInputsC1,DB_RAM_ECU,boStopMotorButton,Stop Motor button,0,0,[custom]
C1,508,Ram48XsInputsC1,DB_RAM_ECU,boAuthorizationWorkKey,Authorization work key value,1,0,[custom]
C1,483,Ram48XsInputsC1,DB_RAM_ECU,boEtallonnageJoystickButton,Etallonnage Joystick Button,0,0,[custom]
C1,509,Ram48XsInputsC1,DB_RAM_ECU,boClosePortillonSensor,Close Portillon Sensor,0,0,[custom]
C1,577,Ram48XsInputsC1,DB_RAM_ECU,u8Hearbeat48Xs,Heartbeat for slave module 48xs,5,0,[custom]
C1,638,Ram48XsInputsC1,DB_RAM_ECU,u16BatterieVoltage48Xs,Batterie voltage of module slave 48xs,13668,0,[custom]
C1,291,RamRcvRadioCmdC1,DB_RAM_ECU,boRotFrameClkwiseButton,Rotation frame clockwise,0,0,[custom]
C1,292,RamRcvRadioCmdC1,DB_RAM_ECU,boRotFrameCtClkwiseButton,Rotation frame Counter clockwise,0,0,[custom]
C1,293,RamRcvRadioCmdC1,DB_RAM_ECU,boUpPendularOrRotTurretCtClock,Up pendular or rotation clockwise turret,0,0,[custom]
C1,303,RamRcvRadioCmdC1,DB_RAM_ECU,boDownPendularOrRotTurretClock,down pendular or rotation counter clockwise turret,0,0,[custom]
C1,304,RamRcvRadioCmdC1,DB_RAM_ECU,boSelectorPendular,Selector pendular,0,0,[custom]
C1,305,RamRcvRadioCmdC1,DB_RAM_ECU,boSelectorRotTurret,Selector rotation turret,0,0,[custom]
C1,545,RamRcvRadioCmdC1,DB_RAM_ECU,boUpAxleOscillant,Up axle oscillant,0,0,[custom]
C1,546,RamRcvRadioCmdC1,DB_RAM_ECU,boDownAxleOscillant,Down axle oscillant,0,0,[custom]
C1,547,RamRcvRadioCmdC1,DB_RAM_ECU,boUpAxleFixe,Up axle fixe,0,0,[custom]
C1,633,RamRcvRadioCmdC1,DB_RAM_ECU,boDownAxleFixe,Down axle fixe,0,0,[custom]
C1,331,RamLimitMoveC1,DB_RAM_ECU,boAutorizeUpDeltaArm,Autorize up delta arm,1,0,[custom]
C1,528,RamLimitMoveC1,DB_RAM_ECU,boAutorizeDownDeltaArm,Autorize down delta arm,1,0,[custom]
C1,529,RamLimitMoveC1,DB_RAM_ECU,boAutorizeUpArrowArm,Autorize up arrow arm,1,0,[custom]
C1,530,RamLimitMoveC1,DB_RAM_ECU,boAutorizeDownArrowArm,Autorize down arrow arm,1,0,[custom]
C1,531,RamLimitMoveC1,DB_RAM_ECU,boAutorizeOutTelescopeArm,Autorize Out telescope arm,1,0,[custom]
C1,532,RamLimitMoveC1,DB_RAM_ECU,boAutorizeInTelescopeArm,Autorize In telescope arm,1,0,[custom]
C1,533,RamLimitMoveC1,DB_RAM_ECU,boAutorizeRotBasketClkwise,Autorize rotation basket clockwise,1,0,[custom]
C1,534,RamLimitMoveC1,DB_RAM_ECU,boAutorizeRotBasketCtClkwise,Autorize rotation basket counter clockwise,1,0,[custom]
C1,535,RamLimitMoveC1,DB_RAM_ECU,boAutorizeUpInclinaisonBasket,Autorize up inclinaison basket,1,0,[custom]
C1,536,RamLimitMoveC1,DB_RAM_ECU,boAutorizeDownInclinaisonBasket,Autorize down inclinaison basket,1,0,[custom]
C1,537,RamLimitMoveC1,DB_RAM_ECU,boAutorizeUpPendular,Autorize up pendular,1,0,[custom]
C1,538,RamLimitMoveC1,DB_RAM_ECU,boAutorizeDownPendular,Autorize down pendular,1,0,[custom]
C1,332,RamLimitMoveC1,DB_RAM_ECU,boAutorizeRotTurretClkwise,Autorize rotation turret clockwise,1,0,[custom]
C1,421,RamLimitMoveC1,DB_RAM_ECU,boAutorizeRotTurretCtClkwise,Autorize rotation turret counter clockwise,1,0,[custom]
C1,555,Ram48XsOutputsC1,DB_RAM_ECU,boMotorDefaultLight,Motor default light,0,0,[custom]
C1,556,Ram48XsOutputsC1,DB_RAM_ECU,boOverloadLight,Overload Light,0,0,[custom]
C1,548,Ram48XsOutputsC1,DB_RAM_ECU,boBuzzer,Buzzer,0,0,[custom]
C1,549,Ram48XsOutputsC1,DB_RAM_ECU,boSupplyDeadManPedalAndJoysticks,Supply Dead Man Pedal and Joysticks,1,0,[custom]
C1,550,Ram48XsOutputsC1,DB_RAM_ECU,boWarmingLight,Warming Light,0,0,[custom]
C1,551,Ram48XsOutputsC1,DB_RAM_ECU,boDeversDefaultLight,Devers Default Light,0,0,[custom]
C1,552,Ram48XsOutputsC1,DB_RAM_ECU,boGasOilLight,GasOil Light,0,0,[custom]
C1,553,Ram48XsOutputsC1,DB_RAM_ECU,boWhiteLights,White Lights,0,0,[custom]
C1,554,Ram48XsOutputsC1,DB_RAM_ECU,boRedLights,Red Lights,0,0,[custom]
C1,109,RamEcuC1RcvFromC0,DB_RAM_ECU,boRestrictedModeAruActive,Restriced mode aru active,0,0,[custom]
C1,112,RamEcuC1RcvFromC0,DB_RAM_ECU,boTranslationMovementIsSolicited,Translation movement is solicited; info to pilot motor,0,0,[custom]
C1,203,RamEcuC1RcvFromC0,DB_RAM_ECU,boAxleMovementIsSolicited,Axle movement is solicited,0,0,[custom]
C1,526,RamEcuC1RcvFromC0,DB_RAM_ECU,boDownAxleFixeSensor,Down axle fixe sensor,0,0,[custom]
C1,527,RamEcuC1RcvFromC0,DB_RAM_ECU,boDownAxleOscillantSensor,Down axle oscillant sensor,0,0,[custom]
C1,908,RamEcuC1RcvFromC0,DB_RAM_ECU,i16SlopeAngleLong,Slope Angle Long,-3,0,[custom]
C1,913,RamEcuC1RcvFromC0,DB_RAM_ECU,i16SlopeAngleTrans,Slope Angle Trans,-13,0,[custom]
C1,692,RamEcuEvision7C1,DB_RAM_ECU,bogBattery_On_Off,Battery Status,1,0,[custom]
C1,693,RamEcuEvision7C1,DB_RAM_ECU,bogPreheat_On_Off,Preheat Status,0,0,[custom]
C1,694,RamEcuEvision7C1,DB_RAM_ECU,bogEngine_Faillure_On_Off,Engine Faillure Status,0,0,[custom]
C1,695,RamEcuEvision7C1,DB_RAM_ECU,bogMaintenance_On_Off,Maintenance Status,0,0,[custom]
C1,696,RamEcuEvision7C1,DB_RAM_ECU,bogOil_On_OFF,Oil Status,0,0,[custom]
C1,697,RamEcuEvision7C1,DB_RAM_ECU,bogDeltaArmSectorDown,Delta Arm Sector Down,0,0,[custom]
C1,698,RamEcuEvision7C1,DB_RAM_ECU,bogArrowArmSectorDown,Arrow Arm Sector Down,0,0,[custom]
C1,699,RamEcuEvision7C1,DB_RAM_ECU,bogPendularSectorDown,Pendular Sector Down,0,0,[custom]
C1,700,RamEcuEvision7C1,DB_RAM_ECU,bogDeltaArmInCenter,Delta Arm in Center,0,0,[custom]
C1,701,RamEcuEvision7C1,DB_RAM_ECU,bogArrowArmInCenter,Arrow Arm in Center,0,0,[custom]
C1,702,RamEcuEvision7C1,DB_RAM_ECU,bogPendularInCenter,Pendular in Center,0,0,[custom]
C1,703,RamEcuEvision7C1,DB_RAM_ECU,bogBasketRotationInCenter,Basket Rotation in Center,0,0,[custom]
C1,704,RamEcuEvision7C1,DB_RAM_ECU,bogTelescopeInCenter,Telescope in Center,0,0,[custom]
C1,705,RamEcuEvision7C1,DB_RAM_ECU,bogBasketInclinaisonInCenter,Basket Inclinaison in Center,0,0,[custom]
C1,706,RamEcuEvision7C1,DB_RAM_ECU,bogDeltaArmMoveUpAllow,Delta Arm Move Up Allow,1,0,[custom]
C1,707,RamEcuEvision7C1,DB_RAM_ECU,bogDeltaArmMoveDownAllow,Delta Arm Move Down Allow,1,0,[custom]
C1,708,RamEcuEvision7C1,DB_RAM_ECU,bogArrowArmMoveUpAllow,Arrow Arm Move Up Allow,1,0,[custom]
C1,709,RamEcuEvision7C1,DB_RAM_ECU,bogArrowArmMoveDownAllow,Arrow Arm Move Down Allow,1,0,[custom]
C1,710,RamEcuEvision7C1,DB_RAM_ECU,bogPendularMoveUpAllow,Pendular Move Up Allow,1,0,[custom]
C1,711,RamEcuEvision7C1,DB_RAM_ECU,bogPendularMoveDownAllow,Pendular Move Down Allow,1,0,[custom]
C1,712,RamEcuEvision7C1,DB_RAM_ECU,bogTelescopeMoveUpAllow,Telescope Move Up Allow,0,0,[custom]
C1,713,RamEcuEvision7C1,DB_RAM_ECU,bogTelescopeMoveDownAllow,Telescope Move Down Allow,0,0,[custom]
C1,714,RamEcuEvision7C1,DB_RAM_ECU,bogTurretCtClockWiseMoveAllow,Turret Counter Clockwise Move Allow,1,0,[custom]
C1,715,RamEcuEvision7C1,DB_RAM_ECU,bogTurretClockWiseMoveAllow,Turret Clockwise Move Allow,1,0,[custom]
C1,716,RamEcuEvision7C1,DB_RAM_ECU,bogBasketRotCtClockWiseMoveAllow,Basket Rotation Counter Clockwise Move Allow,1,0,[custom]
C1,717,RamEcuEvision7C1,DB_RAM_ECU,bogBasketRotClockWiseMoveAllow,Basket Rotation Clockwise Move Allow,1,0,[custom]
C1,718,RamEcuEvision7C1,DB_RAM_ECU,bogBasketInclinaisonMoveUpAllow,Basket Inclinaison Move Up Allow,1,0,[custom]
C1,719,RamEcuEvision7C1,DB_RAM_ECU,bogBasketInclinaisonMoveDownAllow,Basket Inclinaison Move Down Allow,1,0,[custom]
C1,720,RamEcuEvision7C1,DB_RAM_ECU,bogVehiculeDefault,Vehicule in Default (A12),0,0,[custom]
C1,721,RamEcuEvision7C1,DB_RAM_ECU,bogTelescopeOutputPossible,Telescope output possible (A48),0,0,[custom]
C1,722,RamEcuEvision7C1,DB_RAM_ECU,bogTelescopeWinderFault,Telescope Winder Fault (A17) ,0,0,[custom]
C1,723,RamEcuEvision7C1,DB_RAM_ECU,bogNacellePostSelector,Nacelle post selector,0,0,[custom]
C1,724,RamEcuEvision7C1,DB_RAM_ECU,bogSTOP_On_Off,STOP Status,0,0,[custom]
C1,725,RamEcuEvision7C1,DB_RAM_ECU,bogSafeManSystem,SafeManSystem (A5),0,0,[custom]
C1,726,RamEcuEvision7C1,DB_RAM_ECU,bogHighSpeedAllow,High Speed Allow (A19),0,0,[custom]
C1,727,RamEcuEvision7C1,DB_RAM_ECU,bogAutomatiqueStop,Automatique Stop or function mismatch (A20),0,0,[custom]
C1,728,RamEcuEvision7C1,DB_RAM_ECU,bogLowSpeedByFault,Low Speed by fault (A46),0,0,[custom]
C1,729,RamEcuEvision7C1,DB_RAM_ECU,bogMeasuringMastFault,Measuring Mast in Fault (A8),0,0,[custom]
C1,730,RamEcuEvision7C1,DB_RAM_ECU,u8gFuel,Fuel in Litter,255,0,[custom]
C1,731,RamEcuEvision7C1,DB_RAM_ECU,u16gBattery_Voltage,Battery Voltage (Mv),14079,0,[custom]
C1,732,RamEcuEvision7C1,DB_RAM_ECU,u8gTrainTransmissionPressure,Train Transmission Pressure in Bar (A28),255,0,[custom]
C1,316,RamEvision4C1,DB_RAM_ECU,u8LifeByte,empty,71,0,[custom]
C1,317,RamEvision4C1,DB_RAM_ECU,bogDelta_Arm_Move_Up,empty,0,0,[custom]
C1,733,RamEvision4C1,DB_RAM_ECU,bogDelta_Arm_Move_Down,empty,0,0,[custom]
C1,734,RamEvision4C1,DB_RAM_ECU,bogArrow_Move_Up,empty,0,0,[custom]
C1,319,RamEvision4C1,DB_RAM_ECU,bogArrow_Move_Down,empty,1,0,[custom]
C1,736,RamEvision4C1,DB_RAM_ECU,bogPendular_Move_Up,empty,0,0,[custom]
C1,737,RamEvision4C1,DB_RAM_ECU,bogPendular_Move_Down,empty,0,0,[custom]
C1,738,RamEvision4C1,DB_RAM_ECU,bogTelescope_Move_Out,empty,0,0,[custom]
C1,739,RamEvision4C1,DB_RAM_ECU,bogTelescope_Move_In,empty,0,0,[custom]
C1,740,RamEvision4C1,DB_RAM_ECU,bogBasket_Inclinaison_Move_Up,empty,0,0,[custom]
C1,741,RamEvision4C1,DB_RAM_ECU,bogBasket_Inclinaison_Move_Down,empty,0,0,[custom]
C1,742,RamEvision4C1,DB_RAM_ECU,bogTurret_Rotate_ClockWise,empty,0,0,[custom]
C1,743,RamEvision4C1,DB_RAM_ECU,bogTurret_Rotate_Counter_ClockWise,empty,0,0,[custom]
C1,744,RamEvision4C1,DB_RAM_ECU,bogBasket_Rotate_ClockWise,empty,0,0,[custom]
C1,745,RamEvision4C1,DB_RAM_ECU,bogBasket_Rotate_Counter_ClockWise,empty,0,0,[custom]
C1,403,RamEcuCaliCmdC1,DB_RAM_ECU,boCalibAngleEndStopLowDeltaArm,Command to perform the calibration of angle end stop low delta arm,1,0,[custom]
C1,265,RamEcuCaliCmdC1,DB_RAM_ECU,boCalibAngleEndStopHighDeltaArm,Command to perform the calibration of angle end stop high delta arm,1,0,[custom]
C1,196,RamEcuCaliCmdC1,DB_RAM_ECU,boCalibAngleEndStopLowArrowArm,Command to perform the calibration of angle end stop low arrow arm,1,0,[custom]
C1,404,RamEcuCaliCmdC1,DB_RAM_ECU,boCalibAngleEndStopHighArrowArm,Command to perform the calibration of angle end stop high arrow arm,1,0,[custom]
C1,190,RamEcuCaliCmdC1,DB_RAM_ECU,boSavedCalibrationListC1,Command to savedcalibration value on EEPROM,0,0,[custom]
C1,906,RamEcuCaliCmdC1,DB_RAM_ECU,boCalibLenghtEndStopLowTelescope,Command to perform the calibration of lenght end stop low telescope arm,0,0,[custom]
C1,907,RamEcuCaliCmdC1,DB_RAM_ECU,boCalibLenghtEndStopHighTelescope,Command to perform the calibration of lenght end stop high telescope arm,0,0,[custom]
C1,872,RamLimitWorkEnvelopeC1,DB_RAM_ECU,u16SpeedLimitDeltaArmUp,Maximum speed allowed for the delta arm up movement,100,0,[%]
C1,873,RamLimitWorkEnvelopeC1,DB_RAM_ECU,u16SpeedLimitArrowArmDown,Maximum speed allowed for the arrow arm down movement,100,0,[%]
C1,874,RamLimitWorkEnvelopeC1,DB_RAM_ECU,boStopTelescopeOut,Stop the telescope out movement,0,0,[custom]
C1,875,RamLimitWorkEnvelopeC1,DB_RAM_ECU,boStopDeltaArmUp,Stop the delta arm up movement,0,0,[custom]
C1,876,RamLimitWorkEnvelopeC1,DB_RAM_ECU,boStopArrowArmDown,Stop the arrow arm down movement,0,0,[custom]
C1,877,RamLimitWorkEnvelopeC1,DB_RAM_ECU,boStopAllMovements,Stop all movement (a critical position was reached),0,0,[custom]
C1,878,RamLimitWorkEnvelopeC1,DB_RAM_ECU,u16SelectedSlopeAngle,Selected slope angle value,12,0,[°/10]
C1,879,RamLimitWorkEnvelopeC1,DB_RAM_ECU,u16TelescopeLimitStrokeThres,Telescope limitation; stroke threshold extracted from the look up table,2209,0,[mm]
C1,880,RamLimitWorkEnvelopeC1,DB_RAM_ECU,boTelescopeInCriticalZone,The telescope is in the critical zone,0,0,[custom]
C1,881,RamLimitWorkEnvelopeC1,DB_RAM_ECU,boSlopeIsHigh,The slope is high,0,0,[custom]
C1,882,RamLimitWorkEnvelopeC1,DB_RAM_ECU,boDeltaArmInUpperZone,The delta arm is in the upper zone,0,0,[custom]
C1,883,RamLimitWorkEnvelopeC1,DB_RAM_ECU,boDeltaArmInCriticalZone,The delta arm is in the critical zone,0,0,[custom]
C1,884,RamLimitWorkEnvelopeC1,DB_RAM_ECU,boArrowArmInLowerZone,The arrow arm is in the lower zone,1,0,[custom]
C1,885,RamLimitWorkEnvelopeC1,DB_RAM_ECU,boArrowArmInCriticalZone,The arrow arm is in the critical zone,1,0,[custom]
C1,886,RamLimitWorkEnvelopeC1,DB_RAM_ECU,i16TestInSlopeAngleLong,Test variable to simulate the longitudinal slope angle input,0,0,[°/10]
C1,887,RamLimitWorkEnvelopeC1,DB_RAM_ECU,i16TestInSlopeAngleTrans,Test variable to simulate the transversal slope angle input,0,0,[°/10]
C1,888,RamLimitWorkEnvelopeC1,DB_RAM_ECU,u16TestInTelescopePositionSensor,Test variable to simulate the telescope position input,0,0,[mm]
C1,889,RamLimitWorkEnvelopeC1,DB_RAM_ECU,i16TestInDeltaArmAngularSensor,Test variable to simulate the delta arm angular sensor input,0,0,[°/10]
C1,890,RamLimitWorkEnvelopeC1,DB_RAM_ECU,i16TestInArrowArmAngularSensor,Test variable to simulate the arrow arm angular sensor input,0,0,[°/10]
C1,587,RamTelescopeCanC1,DB_RAM_ECU,u8StateHeartBeatTelescopeSensor,State heart beat telescope sensor,255,0,[custom]
C1,896,RamTelescopeCanC1,DB_RAM_ECU,u16AngleTelescope1,Angle telescope 1,65535,0,[custom]
C1,897,RamTelescopeCanC1,DB_RAM_ECU,u8ErrorRetractorTelescope1,Error number of retractor telescope 1,255,0,[custom]
C1,898,RamTelescopeCanC1,DB_RAM_ECU,u16RetractorTelescopeVal1,Retractor Telescope value 1,65535,0,[custom]
C1,899,RamTelescopeCanC1,DB_RAM_ECU,u16AngleTelescope2,Angle telescope 2,65535,0,[custom]
C1,900,RamTelescopeCanC1,DB_RAM_ECU,u8ErrorRetractorTelescope2,Error number of retractor telescope 2,255,0,[custom]
C1,901,RamTelescopeCanC1,DB_RAM_ECU,u16RetractorTelescopeVal2,Retractor Telescope value 2,65535,0,[custom]
C1,144,NvParametersC1,DB_NVM_PAR,u8PvgUpDeltaArmTurretPostCmdPrct,Pvg Up Delta Arm turret post command in pourcent regarding batterie voltage,30,0,[%]
C1,146,NvParametersC1,DB_NVM_PAR,u8PvgDownDeltaArmTurretPostCmdPrct,Pvg Down Delta Arm turret post command in pourcent regarding batterie voltage,70,0,[%]
C1,148,NvParametersC1,DB_NVM_PAR,u8PvgUpArrowArmTurretPostCmdPrct,Pvg Up Arrow Arm turret post command in pourcent regarding batterie voltage,30,0,[%]
C1,150,NvParametersC1,DB_NVM_PAR,u8PvgDownArrowArmTurretPostCmdPrct,Pvg Down Arrow Arm turret post command in pourcent regarding batterie voltage,70,0,[%]
C1,401,NvParametersC1,DB_NVM_PAR,u8PvgInTelescTurretPostCmdPrct,Pvg In Telescope Arm turret post command in pourcent regarding batterie voltage,70,0,[%]
C1,402,NvParametersC1,DB_NVM_PAR,u8PvgOutTelescTurretPostCmdPrct,Pvg Out Telescope Arm turret post command in pourcent regarding batterie voltage,30,0,[%]
C1,140,NvParametersC1,DB_NVM_PAR,u8MaxPvgUpDeltaArmCmdPrct,Consigne max Pvg Up Delta Arm Nacelle post command in pourcent regarding batterie voltage,28,0,[%]
C1,142,NvParametersC1,DB_NVM_PAR,u8MaxPvgDownDeltaArmCmdPrct,Consigne max Pvg Down Delta Arm Nacelle post command in pourcent regarding batterie voltage,72,0,[%]
C1,448,NvParametersC1,DB_NVM_PAR,u8MaxPvgUpArrowArmCmdPrct,Consigne max Pvg Up Arrow Arm Nacelle post command in pourcent regarding batterie voltage,25,0,[%]
C1,521,NvParametersC1,DB_NVM_PAR,u8MaxPvgDownArrowArmCmdPrct,Consigne max Pvg Down Arrow Arm Nacelle post command in pourcent regarding batterie voltage,72,0,[%]
C1,522,NvParametersC1,DB_NVM_PAR,u8MaxPvgInTelescopeArmCmdPrct,Consigne max Pvg in Telescope Arm Nacelle post command in pourcent regarding batterie voltage,70,0,[%]
C1,523,NvParametersC1,DB_NVM_PAR,u8MaxPvgOutTelescopeArmCmdPrct,Consigne max Pvg out Telescope Arm Nacelle post command in pourcent regarding batterie voltage,25,0,[%]
C1,320,NvParametersC1,DB_NVM_PAR,u8MinPvgUpDeltaArmCmdPrct,Consigne min Pvg to move Up Delta Arm Nacelle post command in pourcent regarding batterie voltage,45,0,[%]
C1,322,NvParametersC1,DB_NVM_PAR,u8MinPvgDownDeltaArmCmdPrct,Consigne min Pvg to move Down Delta Arm Nacelle post command in pourcent regarding batterie voltage,55,0,[%]
C1,323,NvParametersC1,DB_NVM_PAR,u8MinPvgUpArrowArmCmdPrct,Consigne min Pvg to move Up Arrow Arm Nacelle post command in pourcent regarding batterie voltage,45,0,[%]
C1,325,NvParametersC1,DB_NVM_PAR,u8MinPvgDownArrowArmCmdPrct,Consigne min Pvg to move Down Arrow Arm Nacelle post command in pourcent regarding batterie voltage,55,0,[%]
C1,406,NvParametersC1,DB_NVM_PAR,u8MinPvgInTelescopeArmCmdPrct,Consigne min Pvg to move In Telescope Arm Nacelle post command in pourcent regarding batterie voltage,55,0,[%]
C1,407,NvParametersC1,DB_NVM_PAR,u8MinPvgOutTelescopeArmCmdPrct,Consigne min Pvg to move Out Telescope Arm Nacelle post command in pourcent regarding batterie voltage,45,0,[%]
C1,114,NvParametersC1,DB_NVM_PAR,u16TresholdAnaToBoForInputs48Xs,Treshold Ana to bool input from 48xs,2500,0,[custom]
C1,200,NvParametersC1,DB_NVM_PAR,u8PvgAxleMovementCmdPrct,Pvg axle movement command pourcent regarding batterie voltage,75,0,[%]
C1,326,NvParametersC1,DB_NVM_PAR,u8DeadZoneJoystickTurret,Dead zone joystick turret,5,0,[%]
C1,359,NvParametersC1,DB_NVM_PAR,u8DeadZoneJoystickDeltaArm,Dead zone joystick delta arm,5,0,[%]
C1,384,NvParametersC1,DB_NVM_PAR,u8DeadZoneJoystickTelescope,Dead zone joystick telescop,5,0,[%]
C1,575,NvParametersC1,DB_NVM_PAR,u8DeadZoneJoystickArrow,Dead Zone joystick arrow,5,0,[%]
C1,438,NvParametersC1,DB_NVM_PAR,u8DeadZoneJoystickRailAdvancement,Dead Zone joystick rail advancement,5,0,[%]
C1,525,NvParametersC1,DB_NVM_PAR,u8DeadZoneJoystickRotationTurret,Dead Zone joystick rotation turret,5,0,[%]
C1,678,NvParametersC1,DB_NVM_PAR,u16EngineOffCurEvPropMotorAccel,EvPropMotorAccelerator - PWM output parameters- engine off current,1000,0,[mA/10]
C1,679,NvParametersC1,DB_NVM_PAR,u16MinCurEvPropMotorAccelerator,EvPropMotorAccelerator - PWM output parameters- minimal current,3000,0,[mA/10]
C1,680,NvParametersC1,DB_NVM_PAR,u16StopCurEvPropMotorAccelerator,EvPropMotorAccelerator - PWM output parameters- stop current ,1100,0,[mA/10]
C1,681,NvParametersC1,DB_NVM_PAR,u16EngineOffCurEvPropGenerator,EvPropGenerator - PWM output parameters- engine off current,1000,0,[mA/10]
C1,682,NvParametersC1,DB_NVM_PAR,u16MinCurEvPropGenerator,EvPropGenerator- PWM output parameters- minimal current,3000,0,[mA/10]
C1,683,NvParametersC1,DB_NVM_PAR,u16StopCurEvPropGenerator,EvPropGenerator- PWM output parameters- stop current ,1100,0,[mA/10]
C1,746,NvParametersC1,DB_NVM_PAR,u16PidGpEvPropMotorAcc,PID - Ev Prop Motor Accelerator - Gp - proportional gain,400,0,[custom]
C1,747,NvParametersC1,DB_NVM_PAR,u16PidTiEvPropMotorAcc,PID - Ev Prop Motor Accelerator - Ti - integration time constant,50,0,[custom]
C1,748,NvParametersC1,DB_NVM_PAR,u16PidTdEvPropMotorAcc,PID - Ev Prop Motor Accelerator - Td - derivation time constant,0,0,[custom]
C1,749,NvParametersC1,DB_NVM_PAR,u16PidGpEvPropGenerator,PID - Ev Prop Generator - Gp - proportional gain,400,0,[custom]
C1,750,NvParametersC1,DB_NVM_PAR,u16PidTiEvPropGenerator,PID - Ev Prop Generator- Ti - integration time constant,50,0,[custom]
C1,751,NvParametersC1,DB_NVM_PAR,u16PidTdEvPropGenerator,PID - Ev Prop Generator - Td - derivation time constant,0,0,[custom]
C1,639,NvParametersC1,DB_NVM_PAR,i16OutCharPosTransmissionPressure,TransmissionPressureSensor - input current - output characteristic - Positif,2500,0,[Bar/10]
C1,640,NvParametersC1,DB_NVM_PAR,i16OutCharNeuTransmissionPressure,TransmissionPressureSensor - input current - output characteristic - Neutral,0,0,[Bar/10]
C1,641,NvParametersC1,DB_NVM_PAR,i16OutCharNegTransmissionPressure,TransmissionPressureSensor - input current - output characteristic - Negatif,0,0,[Bar/10]
C1,257,NvParametersC1,DB_NVM_PAR,u8DeviationLimitTransmPressure,Deviation Limit beetween 2 signals for transmission pressure sensor,3,0,[%]
C1,757,NvParametersC1,DB_NVM_PAR,i16OutCharPosDeltaArmAngular,DeltaArmAngularSensor - input current - output characteristic - Positif,21000,0,[Bar/10]
C1,758,NvParametersC1,DB_NVM_PAR,i16OutCharNeuDeltaArmAngular,DeltaArmAngularSensor - input current - output characteristic - Neutral,3000,0,[Bar/10]
C1,759,NvParametersC1,DB_NVM_PAR,i16OutCharNegDeltaArmAngular,DeltaArmAngularSensor - input current - output characteristic - Negatif,3000,0,[Bar/10]
C1,258,NvParametersC1,DB_NVM_PAR,u8DeviationLimitDeltaArmAngle,Deviation Limit beetween 2 signals for delta arm angle sensor,3,0,[%]
C1,763,NvParametersC1,DB_NVM_PAR,i16OutCharPosArrowArmAngular,ArrowArmAngularSensor - input current - output characteristic - Positif,21000,0,[Bar/10]
C1,764,NvParametersC1,DB_NVM_PAR,i16OutCharNeuArrowArmAngular,ArrowArmAngularSensor - input current - output characteristic - Neutral,3000,0,[Bar/10]
C1,765,NvParametersC1,DB_NVM_PAR,i16OutCharNegArrowArmAngular,ArrowArmAngularSensor - input current - output characteristic - Negatif,3000,0,[Bar/10]
C1,263,NvParametersC1,DB_NVM_PAR,u8DeviationLimitArrowArmAngle,Deviation Limit beetween 2 signals for arrow arm angle sensor,3,0,[%]
C1,541,NvParametersC1,DB_NVM_PAR,u8MinPvgUpPendularTurretPost,Min pvg up pendular with turret post in pourcent regarding batterie voltage,45,0,[%]
C1,542,NvParametersC1,DB_NVM_PAR,u8MinPvgUpPendularNacellePost,Min pvg up pendular with Nacelle post in pourcent regarding batterie voltage,45,0,[%]
C1,543,NvParametersC1,DB_NVM_PAR,u8MinPvgUpPendularRadioPost,Min pvg up pendular with Radio post in pourcent regarding batterie voltage,45,0,[%]
C1,778,NvParametersC1,DB_NVM_PAR,u8MaxPvgUpPendularTurretPost,Max pvg up pendular with turret post in pourcent regarding batterie voltage,38,0,[%]
C1,779,NvParametersC1,DB_NVM_PAR,u8MaxPvgUpPendularNacellePost,Max pvg up pendular with Nacelle post in pourcent regarding batterie voltage,38,0,[%]
C1,780,NvParametersC1,DB_NVM_PAR,u8MaxPvgUpPendularRadioPost,Max pvg up pendular with Radio post in pourcent regarding batterie voltage,25,0,[%]
C1,544,NvParametersC1,DB_NVM_PAR,au16UpPendularRampRatioTurret,,500,0,[ms]
C1,544,NvParametersC1,DB_NVM_PAR,au16UpPendularRampRatioTurret,,200,1,[ms]
C1,927,NvParametersC1,DB_NVM_PAR,au16UpPendularRampRatioNacelle,,200,0,[ms]
C1,927,NvParametersC1,DB_NVM_PAR,au16UpPendularRampRatioNacelle,,200,1,[ms]
C1,928,NvParametersC1,DB_NVM_PAR,au16UpPendularRampRatioRadio,,500,0,[ms]
C1,928,NvParametersC1,DB_NVM_PAR,au16UpPendularRampRatioRadio,,200,1,[ms]
C1,781,NvParametersC1,DB_NVM_PAR,u8MinPvgDownPendularTurretPost,Min pvg down pendular with turret post in pourcent regarding batterie voltage,45,0,[%]
